Step,Reward
54360.0,-13500.0
54361.0,-13500.0
54362.0,-13500.0
54363.0,-13500.0
54364.0,-13500.0
54365.0,-13500.0
54366.0,-13500.0
54367.0,-13500.0
54368.0,-13500.0
54369.0,-13500.0
54370.0,-13500.0
54371.0,-13500.0
54372.0,-13500.0
54373.0,-13500.0
54374.0,-13500.0
54375.0,-13500.0
54376.0,-13500.0
54377.0,-13500.0
54378.0,-13500.0
54379.0,-13500.0
54380.0,-13500.0
54381.0,-13500.0
54382.0,-13500.0
54383.0,-13500.0
54384.0,-13500.0
54385.0,-13500.0
54386.0,-13500.0
54387.0,-13500.0
54388.0,-13500.0
54389.0,-13500.0
54390.0,-13500.0
54391.0,-13500.0
54392.0,-13500.0
54393.0,-13500.0
54394.0,-13500.0
54395.0,-13500.0
54396.0,-13500.0
54397.0,-13500.0
54398.0,-13500.0
54399.0,-13500.0
54400.0,-13500.0
54401.0,-13500.0
54402.0,-13500.0
54403.0,-13500.0
54404.0,-13500.0
54405.0,-13500.0
54406.0,-13500.0
54407.0,-13500.0
54408.0,-13500.0
54409.0,-13500.0
54410.0,-13500.0
54411.0,-13500.0
54412.0,-13500.0
54413.0,-13500.0
54414.0,-13500.0
54415.0,-13500.0
54416.0,-13500.0
54417.0,-13500.0
54418.0,-13500.0
54419.0,-13500.0
54420.0,-13500.0
54421.0,-13500.0
54422.0,-13500.0
54423.0,-13500.0
54424.0,-13500.0
54425.0,-13500.0
54426.0,-13500.0
54427.0,-13500.0
54428.0,-13500.0
54429.0,-13500.0
54430.0,-13500.0
54431.0,-13500.0
54432.0,-13500.0
54433.0,-13500.0
54434.0,-13500.0
54435.0,-13500.0
54436.0,-13500.0
54437.0,-13500.0
54438.0,-13500.0
54439.0,-13500.0
54440.0,-13500.0
54441.0,-13500.0
54442.0,-13500.0
54443.0,-13500.0
54444.0,-13500.0
54445.0,-13500.0
54446.0,-13500.0
54447.0,-13500.0
54448.0,-13500.0
54449.0,-13500.0
54450.0,-13500.0
54451.0,-13500.0
54452.0,-13500.0
54453.0,-13500.0
54454.0,-13500.0
54455.0,-13500.0
54456.0,-13500.0
54457.0,-13500.0
54458.0,-13500.0
54459.0,-13500.0
54460.0,-13500.0
54461.0,-13500.0
54462.0,-13500.0
54463.0,-13500.0
54464.0,-13500.0
54465.0,-13500.0
54466.0,-13500.0
54467.0,-13500.0
54468.0,-13500.0
54469.0,-13500.0
54470.0,-13500.0
54471.0,-13500.0
54472.0,-13500.0
54473.0,-13500.0
54474.0,-13500.0
54475.0,-13500.0
54476.0,-13500.0
54477.0,-13500.0
54478.0,-13500.0
54479.0,-13500.0
54480.0,-13500.0
54481.0,-13500.0
54482.0,-13500.0
54483.0,-13500.0
54484.0,-13500.0
54485.0,-13500.0
54486.0,-13500.0
54487.0,-13500.0
54488.0,-13500.0
54489.0,-13500.0
54490.0,-13500.0
54491.0,-13500.0
54492.0,-13500.0
54493.0,-13500.0
54494.0,-13500.0
54495.0,-13500.0
54496.0,-13500.0
54497.0,-13500.0
54498.0,-13500.0
54499.0,-13500.0
54500.0,-13500.0
54501.0,-13500.0
54502.0,-13500.0
54503.0,-13500.0
54504.0,-13500.0
54505.0,-13500.0
54506.0,-13500.0
54507.0,-13500.0
54508.0,-13500.0
54509.0,-13500.0
54510.0,-13500.0
54511.0,-13500.0
54512.0,-13500.0
54513.0,-13500.0
54514.0,-13500.0
54515.0,-13500.0
54516.0,-13500.0
54517.0,-13500.0
54518.0,-13500.0
54519.0,-13500.0
54520.0,-13500.0
54521.0,-13500.0
54522.0,-13500.0
54523.0,-13500.0
54524.0,-13500.0
54525.0,-13500.0
54526.0,-13500.0
54527.0,-13500.0
54528.0,-13500.0
54529.0,-13500.0
54530.0,-13500.0
54531.0,-13500.0
54532.0,-13500.0
54533.0,-13500.0
54534.0,-13500.0
54535.0,-13500.0
54536.0,-13500.0
54537.0,-13500.0
54538.0,-13500.0
54539.0,-13500.0
54540.0,-13500.0
54541.0,-13500.0
54542.0,-13500.0
54543.0,-13500.0
54544.0,-13500.0
54545.0,-13500.0
54546.0,-13500.0
54547.0,-13500.0
54548.0,-13500.0
54549.0,-13500.0
54550.0,-13500.0
54551.0,-13500.0
54552.0,-13500.0
54553.0,-13500.0
54554.0,-13500.0
54555.0,-13500.0
54556.0,-13500.0
54557.0,-13500.0
54558.0,-13500.0
54559.0,-13500.0
54560.0,-13500.0
54561.0,-13500.0
54562.0,-13500.0
54563.0,-13500.0
54564.0,-13500.0
54565.0,-13500.0
54566.0,-13500.0
54567.0,-13500.0
54568.0,-13500.0
54569.0,-13500.0
54570.0,-13500.0
54571.0,-13500.0
54572.0,-13500.0
54573.0,-13500.0
54574.0,-13500.0
54575.0,-13500.0
54576.0,-13500.0
54577.0,-13500.0
54578.0,-13500.0
54579.0,-13500.0
54580.0,-13500.0
54581.0,-13500.0
54582.0,-13500.0
54583.0,-13500.0
54584.0,-13500.0
54585.0,-13500.0
54586.0,-13500.0
54587.0,-13500.0
54588.0,-13500.0
54589.0,-13500.0
54590.0,-13500.0
54591.0,-13500.0
54592.0,-13500.0
54593.0,-13500.0
54594.0,-13500.0
54595.0,-13500.0
54596.0,-13500.0
54597.0,-13500.0
54598.0,-13500.0
54599.0,-13500.0
54600.0,-13500.0
54601.0,-13500.0
54602.0,-13500.0
54603.0,-13500.0
54604.0,-13500.0
54605.0,-13500.0
54606.0,-13500.0
54607.0,-13500.0
54608.0,-13500.0
54609.0,-13500.0
54610.0,-13500.0
54611.0,-13500.0
54612.0,-13500.0
54613.0,-13500.0
54614.0,-13500.0
54615.0,-13500.0
54616.0,-13500.0
54617.0,-13500.0
54618.0,-13500.0
54619.0,-13500.0
54620.0,-13500.0
54621.0,-13500.0
54622.0,-13500.0
54623.0,-13500.0
54624.0,-13500.0
54625.0,-13500.0
54626.0,-13500.0
54627.0,-13500.0
54628.0,-13500.0
54629.0,-13500.0
54630.0,-13500.0
54631.0,-13500.0
54632.0,-13500.0
54633.0,-13500.0
54634.0,-13500.0
54635.0,-13500.0
54636.0,-13500.0
54637.0,-13500.0
54638.0,-13500.0
54639.0,-13500.0
54640.0,-13500.0
54641.0,-13500.0
54642.0,-13500.0
54643.0,-13500.0
54644.0,-13500.0
54645.0,-13500.0
54646.0,-13500.0
54647.0,-13500.0
54648.0,-13500.0
54649.0,-13500.0
54650.0,-13500.0
54651.0,-13500.0
54652.0,-13500.0
54653.0,-13500.0
54654.0,-13500.0
54655.0,-13500.0
54656.0,-13500.0
54657.0,-13500.0
54658.0,-13500.0
54659.0,-13500.0
54660.0,-13500.0
54661.0,-13500.0
54662.0,-13500.0
54663.0,-13500.0
54664.0,-13500.0
54665.0,-13500.0
54666.0,-13500.0
54667.0,-13500.0
54668.0,-13500.0
54669.0,-13500.0
54670.0,-13500.0
54671.0,-13500.0
54672.0,-13500.0
54673.0,-13500.0
54674.0,-13500.0
54675.0,-13500.0
54676.0,-13500.0
54677.0,-13500.0
54678.0,-13500.0
54679.0,-13500.0
54680.0,-13500.0
54681.0,-13500.0
54682.0,-13500.0
54683.0,-13500.0
54684.0,-13500.0
54685.0,-13500.0
54686.0,-13500.0
54687.0,-13500.0
54688.0,-13500.0
54689.0,-13500.0
54690.0,-13500.0
54691.0,-13500.0
54692.0,-13500.0
54693.0,-13500.0
54694.0,-13500.0
54695.0,-13500.0
54696.0,-13500.0
54697.0,-13500.0
54698.0,-13500.0
54699.0,-13500.0
54700.0,-13500.0
54701.0,-13500.0
54702.0,-13500.0
54703.0,-13500.0
54704.0,-13500.0
54705.0,-13500.0
54706.0,-13500.0
54707.0,-13500.0
54708.0,-13500.0
54709.0,-13500.0
54710.0,-13500.0
54711.0,-13500.0
54712.0,-13500.0
54713.0,-13500.0
54714.0,-13500.0
54715.0,-13500.0
54716.0,-13500.0
54717.0,-13500.0
54718.0,-13500.0
54719.0,-13500.0
54720.0,-13500.0
54721.0,-13500.0
54722.0,-13500.0
54723.0,-13500.0
54724.0,-13500.0
54725.0,-13500.0
54726.0,-13500.0
54727.0,-13500.0
54728.0,-13500.0
54729.0,-13500.0
54730.0,-13500.0
54731.0,-13500.0
54732.0,-13500.0
54733.0,-13500.0
54734.0,-13500.0
54735.0,-13500.0
54736.0,-13500.0
54737.0,-13500.0
54738.0,-13500.0
54739.0,-13500.0
54740.0,-13500.0
54741.0,-13500.0
54742.0,-13500.0
54743.0,-13500.0
54744.0,-13500.0
54745.0,-13500.0
54746.0,-13500.0
54747.0,-13500.0
54748.0,-13500.0
54749.0,-13500.0
54750.0,-13500.0
54751.0,-13500.0
54752.0,-13500.0
54753.0,-13500.0
54754.0,-13500.0
54755.0,-13500.0
54756.0,-13500.0
54757.0,-13500.0
54758.0,-13500.0
54759.0,-13500.0
54760.0,-13500.0
54761.0,-13500.0
54762.0,-13500.0
54763.0,-13500.0
54764.0,-13500.0
54765.0,-13500.0
54766.0,-13500.0
54767.0,-13500.0
54768.0,-13500.0
54769.0,-13500.0
54770.0,-13500.0
54771.0,-13500.0
54772.0,-13500.0
54773.0,-13500.0
54774.0,-13500.0
54775.0,-13500.0
54776.0,-13500.0
54777.0,-13500.0
54778.0,-13500.0
54779.0,-13500.0
54780.0,-13500.0
54781.0,-13500.0
54782.0,-13500.0
54783.0,-13500.0
54784.0,-13500.0
54785.0,-13500.0
54786.0,-13500.0
54787.0,-13500.0
54788.0,-13500.0
54789.0,-13500.0
54790.0,-13500.0
54791.0,-13500.0
54792.0,-13500.0
54793.0,-13500.0
54794.0,-13500.0
54795.0,-13500.0
54796.0,-13500.0
54797.0,-13500.0
54798.0,-13500.0
54799.0,-13500.0
54800.0,-13500.0
54801.0,-13500.0
54802.0,-13500.0
54803.0,-13500.0
54804.0,-13500.0
54805.0,-13500.0
54806.0,-13500.0
54807.0,-13500.0
54808.0,-13500.0
54809.0,-13500.0
54810.0,-13500.0
54811.0,-13500.0
54812.0,-13500.0
54813.0,-13500.0
54814.0,-13500.0
54815.0,-13500.0
54816.0,-13500.0
54817.0,-13500.0
54818.0,-13500.0
54819.0,-13500.0
54820.0,-13500.0
54821.0,-13500.0
54822.0,-13500.0
54823.0,-13500.0
54824.0,-13500.0
54825.0,-13500.0
54826.0,-13500.0
54827.0,-13500.0
54828.0,-13500.0
54829.0,-13500.0
54830.0,-13500.0
54831.0,-13500.0
54832.0,-13500.0
54833.0,-13500.0
54834.0,-13500.0
54835.0,-13500.0
54836.0,-13500.0
54837.0,-13500.0
54838.0,-13500.0
54839.0,-13500.0
54840.0,-13500.0
54841.0,-13500.0
54842.0,-13500.0
54843.0,-13500.0
54844.0,-13500.0
54845.0,-13500.0
54846.0,-13500.0
54847.0,-13500.0
54848.0,-13500.0
54849.0,-13500.0
54850.0,-13500.0
54851.0,-13500.0
54852.0,-13500.0
54853.0,-13500.0
54854.0,-13500.0
54855.0,-13500.0
54856.0,-13500.0
54857.0,-13500.0
54858.0,-13500.0
54859.0,-13500.0
54860.0,-13500.0
54861.0,-13500.0
54862.0,-13500.0
54863.0,-13500.0
54864.0,-13500.0
54865.0,-13500.0
54866.0,-13500.0
54867.0,-13500.0
54868.0,-13500.0
54869.0,-13500.0
54870.0,-13500.0
54871.0,-13500.0
54872.0,-13500.0
54873.0,-13500.0
54874.0,-13500.0
54875.0,-13500.0
54876.0,-13500.0
54877.0,-13500.0
54878.0,-13500.0
54879.0,-13500.0
54880.0,-13500.0
54881.0,-13500.0
54882.0,-13500.0
54883.0,-13500.0
54884.0,-13500.0
54885.0,-13500.0
54886.0,-13500.0
54887.0,-13500.0
54888.0,-13500.0
54889.0,-13500.0
54890.0,-13500.0
54891.0,-13500.0
54892.0,-13500.0
54893.0,-13500.0
54894.0,-13500.0
54895.0,-13500.0
54896.0,-13500.0
54897.0,-13500.0
54898.0,-13500.0
54899.0,-13500.0
54900.0,-13500.0
54901.0,-13500.0
54902.0,-13500.0
54903.0,-13500.0
54904.0,-13500.0
54905.0,-13500.0
54906.0,-13500.0
54907.0,-13500.0
54908.0,-13500.0
54909.0,-13500.0
54910.0,-13500.0
54911.0,-13500.0
54912.0,-13500.0
54913.0,-13500.0
54914.0,-13500.0
54915.0,-13500.0
54916.0,-13500.0
54917.0,-13500.0
54918.0,-13500.0
54919.0,-13500.0
54920.0,-13500.0
54921.0,-13500.0
54922.0,-13500.0
54923.0,-13500.0
54924.0,-13500.0
54925.0,-13500.0
54926.0,-13500.0
54927.0,-13500.0
54928.0,-13500.0
54929.0,-13500.0
54930.0,-13500.0
54931.0,-13500.0
54932.0,-13500.0
54933.0,-13500.0
54934.0,-13500.0
54935.0,-13500.0
54936.0,-13500.0
54937.0,-13500.0
54938.0,-13500.0
54939.0,-13500.0
54940.0,-13500.0
54941.0,-13500.0
54942.0,-13500.0
54943.0,-13500.0
54944.0,-13500.0
54945.0,-13500.0
54946.0,-13500.0
54947.0,-13500.0
54948.0,-13500.0
54949.0,-13500.0
54950.0,-13500.0
54951.0,-13500.0
54952.0,-13500.0
54953.0,-13500.0
54954.0,-13500.0
54955.0,-13500.0
54956.0,-13500.0
54957.0,-13500.0
54958.0,-13500.0
54959.0,-13500.0
54960.0,-13500.0
54961.0,-13500.0
54962.0,-13500.0
54963.0,-13500.0
54964.0,-13500.0
54965.0,-13500.0
54966.0,-13500.0
54967.0,-13500.0
54968.0,-13500.0
54969.0,-13500.0
54970.0,-13500.0
54971.0,-13500.0
54972.0,-13500.0
54973.0,-13500.0
54974.0,-13500.0
54975.0,-13500.0
54976.0,-13500.0
54977.0,-13500.0
54978.0,-13500.0
54979.0,-13500.0
54980.0,-13500.0
54981.0,-13500.0
54982.0,-13500.0
54983.0,-13500.0
54984.0,-13500.0
54985.0,-13500.0
54986.0,-13500.0
54987.0,-13500.0
54988.0,-13500.0
54989.0,-13500.0
54990.0,-13500.0
54991.0,-13500.0
54992.0,-13500.0
54993.0,-13500.0
54994.0,-13500.0
54995.0,-13500.0
54996.0,-13500.0
54997.0,-13500.0
54998.0,-13500.0
54999.0,-13500.0
55000.0,-13500.0
55001.0,-13500.0
55002.0,-13500.0
55003.0,-13500.0
55004.0,-13500.0
55005.0,-13500.0
55006.0,-13500.0
55007.0,-13500.0
55008.0,-13500.0
55009.0,-13500.0
55010.0,-13500.0
55011.0,-13500.0
55012.0,-13500.0
55013.0,-13500.0
55014.0,-13500.0
55015.0,-13500.0
55016.0,-13500.0
55017.0,-13500.0
55018.0,-13500.0
55019.0,-13500.0
55020.0,-13500.0
55021.0,-13500.0
55022.0,-13500.0
55023.0,-13500.0
55024.0,-13500.0
55025.0,-13500.0
55026.0,-13500.0
55027.0,-13500.0
55028.0,-13500.0
55029.0,-13500.0
55030.0,-13500.0
55031.0,-13500.0
55032.0,-13500.0
55033.0,-13500.0
55034.0,-13500.0
55035.0,-13500.0
55036.0,-13500.0
55037.0,-13500.0
55038.0,-13500.0
55039.0,-13500.0
55040.0,-13500.0
55041.0,-13500.0
55042.0,-13500.0
55043.0,-13500.0
55044.0,-13500.0
55045.0,-13500.0
55046.0,-13500.0
55047.0,-13500.0
55048.0,-13500.0
55049.0,-13500.0
55050.0,-13500.0
55051.0,-13500.0
55052.0,-13500.0
55053.0,-13500.0
55054.0,-13500.0
55055.0,-13500.0
55056.0,-13500.0
55057.0,-13500.0
55058.0,-13500.0
55059.0,-13500.0
55060.0,-13500.0
55061.0,-13500.0
55062.0,-13500.0
55063.0,-13500.0
55064.0,-13500.0
55065.0,-13500.0
55066.0,-13500.0
55067.0,-13500.0
55068.0,-13500.0
55069.0,-13500.0
55070.0,-13500.0
55071.0,-13500.0
55072.0,-13500.0
55073.0,-13500.0
55074.0,-13500.0
55075.0,-13500.0
55076.0,-13500.0
55077.0,-13500.0
55078.0,-13500.0
55079.0,-13500.0
55080.0,-13500.0
55081.0,-13500.0
55082.0,-13500.0
55083.0,-13500.0
55084.0,-13500.0
55085.0,-13500.0
55086.0,-13500.0
55087.0,-13500.0
55088.0,-13500.0
55089.0,-13500.0
55090.0,-13500.0
55091.0,-13500.0
55092.0,-13500.0
55093.0,-13500.0
55094.0,-13500.0
55095.0,-13500.0
55096.0,-13500.0
55097.0,-13500.0
55098.0,-13500.0
55099.0,-13500.0
55100.0,-13500.0
55101.0,-13500.0
55102.0,-13500.0
55103.0,-13500.0
55104.0,-13500.0
55105.0,-13500.0
55106.0,-13500.0
55107.0,-13500.0
55108.0,-13500.0
55109.0,-13500.0
55110.0,-13500.0
55111.0,-13500.0
55112.0,-13500.0
55113.0,-13500.0
55114.0,-13500.0
55115.0,-13500.0
55116.0,-13500.0
55117.0,-13500.0
55118.0,-13500.0
55119.0,-13500.0
55120.0,-13500.0
55121.0,-13500.0
55122.0,-13500.0
55123.0,-13500.0
55124.0,-13500.0
55125.0,-13500.0
55126.0,-13500.0
55127.0,-13500.0
55128.0,-13500.0
55129.0,-13500.0
55130.0,-13500.0
55131.0,-13500.0
55132.0,-13500.0
55133.0,-13500.0
55134.0,-13500.0
55135.0,-13500.0
55136.0,-13500.0
55137.0,-13500.0
55138.0,-13500.0
55139.0,-13500.0
55140.0,-13500.0
55141.0,-13500.0
55142.0,-13500.0
55143.0,-13500.0
55144.0,-13500.0
55145.0,-13500.0
55146.0,-13500.0
55147.0,-13500.0
55148.0,-13500.0
55149.0,-13500.0
55150.0,-13500.0
55151.0,-13500.0
55152.0,-13500.0
55153.0,-13500.0
55154.0,-13500.0
55155.0,-13500.0
55156.0,-13500.0
55157.0,-13500.0
55158.0,-13500.0
55159.0,-13500.0
55160.0,-13500.0
55161.0,-13500.0
55162.0,-13500.0
55163.0,-13500.0
55164.0,-13500.0
55165.0,-13500.0
55166.0,-13500.0
55167.0,-13500.0
55168.0,-13500.0
55169.0,-13500.0
55170.0,-13500.0
55171.0,-13500.0
55172.0,-13500.0
55173.0,-13500.0
55174.0,-13500.0
55175.0,-13500.0
55176.0,-13500.0
55177.0,-13500.0
55178.0,-13500.0
55179.0,-13500.0
55180.0,-13500.0
55181.0,-13500.0
55182.0,-13500.0
55183.0,-13500.0
55184.0,-13500.0
55185.0,-13500.0
55186.0,-13500.0
55187.0,-13500.0
55188.0,-13500.0
55189.0,-13500.0
55190.0,-13500.0
55191.0,-13500.0
55192.0,-13500.0
55193.0,-13500.0
55194.0,-13500.0
55195.0,-13500.0
55196.0,-13500.0
55197.0,-13500.0
55198.0,-13500.0
55199.0,-13500.0
55200.0,-13500.0
55201.0,-13500.0
55202.0,-13500.0
55203.0,-13500.0
55204.0,-13500.0
55205.0,-13500.0
55206.0,-13500.0
55207.0,-13500.0
55208.0,-13500.0
55209.0,-13500.0
55210.0,-13500.0
55211.0,-13500.0
55212.0,-13500.0
55213.0,-13500.0
55214.0,-13500.0
55215.0,-13500.0
55216.0,-13500.0
55217.0,-13500.0
55218.0,-13500.0
55219.0,-13500.0
55220.0,-13500.0
55221.0,-13500.0
55222.0,-13500.0
55223.0,-13500.0
55224.0,-13500.0
55225.0,-13500.0
55226.0,-13500.0
55227.0,-13500.0
55228.0,-13500.0
55229.0,-13500.0
55230.0,-13500.0
55231.0,-13500.0
55232.0,-13500.0
55233.0,-13500.0
55234.0,-13500.0
55235.0,-13500.0
55236.0,-13500.0
55237.0,-13500.0
55238.0,-13500.0
55239.0,-13500.0
55240.0,-13500.0
55241.0,-13500.0
55242.0,-13500.0
55243.0,-13500.0
55244.0,-13500.0
55245.0,-13500.0
55246.0,-13500.0
55247.0,-13500.0
55248.0,-13500.0
55249.0,-13500.0
55250.0,-13500.0
55251.0,-13500.0
55252.0,-13500.0
55253.0,-13500.0
55254.0,-13500.0
55255.0,-13500.0
55256.0,-13500.0
55257.0,-13500.0
55258.0,-13500.0
55259.0,-13500.0
55260.0,-13500.0
55261.0,-13500.0
55262.0,-13500.0
55263.0,-13500.0
55264.0,-13500.0
55265.0,-13500.0
55266.0,-13500.0
55267.0,-13500.0
55268.0,-13500.0
55269.0,-13500.0
55270.0,-13500.0
55271.0,-13500.0
55272.0,-13500.0
55273.0,-13500.0
55274.0,-13500.0
55275.0,-13500.0
55276.0,-13500.0
55277.0,-13500.0
55278.0,-13500.0
55279.0,-13500.0
55280.0,-13500.0
55281.0,-13500.0
55282.0,-13500.0
55283.0,-13500.0
55284.0,-13500.0
55285.0,-13500.0
55286.0,-13500.0
55287.0,-13500.0
55288.0,-13500.0
55289.0,-13500.0
55290.0,-13500.0
55291.0,-13500.0
55292.0,-13500.0
55293.0,-13500.0
55294.0,-13500.0
55295.0,-13500.0
55296.0,-13500.0
55297.0,-13500.0
55298.0,-13500.0
55299.0,-13500.0
55300.0,-13500.0
55301.0,-13500.0
55302.0,-13500.0
55303.0,-13500.0
55304.0,-13500.0
55305.0,-13500.0
55306.0,-13500.0
55307.0,-13500.0
55308.0,-13500.0
55309.0,-13500.0
55310.0,-13500.0
55311.0,-13500.0
55312.0,-13500.0
55313.0,-13500.0
55314.0,-13500.0
55315.0,-13500.0
55316.0,-13500.0
55317.0,-13500.0
55318.0,-13500.0
55319.0,-13500.0
55320.0,-13500.0
55321.0,-13500.0
55322.0,-13500.0
55323.0,-13500.0
55324.0,-13500.0
55325.0,-13500.0
55326.0,-13500.0
55327.0,-13500.0
55328.0,-13500.0
55329.0,-13500.0
55330.0,-13500.0
55331.0,-13500.0
55332.0,-13500.0
55333.0,-13500.0
55334.0,-13500.0
55335.0,-13500.0
55336.0,-13500.0
55337.0,-13500.0
55338.0,-13500.0
55339.0,-13500.0
55340.0,-13500.0
55341.0,-13500.0
55342.0,-13500.0
55343.0,-13500.0
55344.0,-13500.0
55345.0,-13500.0
55346.0,-13500.0
55347.0,-13500.0
55348.0,-13500.0
55349.0,-13500.0
55350.0,-13500.0
55351.0,-13500.0
55352.0,-13500.0
55353.0,-13500.0
55354.0,-13500.0
55355.0,-13500.0
55356.0,-13500.0
55357.0,-13500.0
55358.0,-13500.0
55359.0,-13500.0
55360.0,-13500.0
55361.0,-13500.0
55362.0,-13500.0
55363.0,-13500.0
55364.0,-13500.0
55365.0,-13500.0
55366.0,-13500.0
55367.0,-13500.0
55368.0,-13500.0
55369.0,-13500.0
55370.0,-13500.0
55371.0,-13500.0
55372.0,-13500.0
55373.0,-13500.0
55374.0,-13500.0
55375.0,-13500.0
55376.0,-13500.0
55377.0,-13500.0
55378.0,-13500.0
55379.0,-13500.0
55380.0,-13500.0
55381.0,-13500.0
55382.0,-13500.0
55383.0,-13500.0
55384.0,-13500.0
55385.0,-13500.0
55386.0,-13500.0
55387.0,-13500.0
55388.0,-13500.0
55389.0,-13500.0
55390.0,-13500.0
55391.0,-13500.0
55392.0,-13500.0
55393.0,-13500.0
55394.0,-13500.0
55395.0,-13500.0
55396.0,-13500.0
55397.0,-13500.0
55398.0,-13500.0
55399.0,-13500.0
55400.0,-13500.0
55401.0,-13500.0
55402.0,-13500.0
55403.0,-13500.0
55404.0,-13500.0
55405.0,-13500.0
55406.0,-13500.0
55407.0,-13500.0
55408.0,-13500.0
55409.0,-13500.0
55410.0,-13500.0
55411.0,-13500.0
55412.0,-13500.0
55413.0,-13500.0
55414.0,-13500.0
55415.0,-13500.0
55416.0,-13500.0
55417.0,-13500.0
55418.0,-13500.0
55419.0,-13500.0
55420.0,-13500.0
55421.0,-13500.0
55422.0,-13500.0
55423.0,-13500.0
55424.0,-13500.0
55425.0,-13500.0
55426.0,-13500.0
55427.0,-13500.0
55428.0,-13500.0
55429.0,-13500.0
55430.0,-13500.0
55431.0,-13500.0
55432.0,-13500.0
55433.0,-13500.0
55434.0,-13500.0
55435.0,-13500.0
55436.0,-13500.0
55437.0,-13500.0
55438.0,-13500.0
55439.0,-13500.0
55440.0,-13500.0
55441.0,-13500.0
55442.0,-13500.0
55443.0,-13500.0
55444.0,-13500.0
55445.0,-13500.0
55446.0,-13500.0
55447.0,-13500.0
55448.0,-13500.0
55449.0,-13500.0
55450.0,-13500.0
55451.0,-13500.0
55452.0,-13500.0
55453.0,-13500.0
55454.0,-13500.0
55455.0,-13500.0
55456.0,-13500.0
55457.0,-13500.0
55458.0,-13500.0
55459.0,-13500.0
55460.0,-13500.0
55461.0,-13500.0
55462.0,-13500.0
55463.0,-13500.0
55464.0,-13500.0
55465.0,-13500.0
55466.0,-13500.0
55467.0,-13500.0
55468.0,-13500.0
55469.0,-13500.0
55470.0,-13500.0
55471.0,-13500.0
55472.0,-13500.0
55473.0,-13500.0
55474.0,-13500.0
55475.0,-13500.0
55476.0,-13500.0
55477.0,-13500.0
55478.0,-13500.0
55479.0,-13500.0
55480.0,-13500.0
55481.0,-13500.0
55482.0,-13500.0
55483.0,-13500.0
55484.0,-13500.0
55485.0,-13500.0
55486.0,-13500.0
55487.0,-13500.0
55488.0,-13500.0
55489.0,-13500.0
55490.0,-13500.0
55491.0,-13500.0
55492.0,-13500.0
55493.0,-13500.0
55494.0,-13500.0
55495.0,-13500.0
55496.0,-13500.0
55497.0,-13500.0
55498.0,-13500.0
55499.0,-13500.0
55500.0,-13500.0
55501.0,-13500.0
55502.0,-13500.0
55503.0,-13500.0
55504.0,-13500.0
55505.0,-13500.0
55506.0,-13500.0
55507.0,-13500.0
55508.0,-13500.0
55509.0,-13500.0
55510.0,-13500.0
55511.0,-13500.0
55512.0,-13500.0
55513.0,-13500.0
55514.0,-13500.0
55515.0,-13500.0
55516.0,-13500.0
55517.0,-13500.0
55518.0,-13500.0
55519.0,-13500.0
55520.0,-13500.0
55521.0,-13500.0
55522.0,-13500.0
55523.0,-13500.0
55524.0,-13500.0
55525.0,-13500.0
55526.0,-13500.0
55527.0,-13500.0
55528.0,-13500.0
55529.0,-13500.0
55530.0,-13500.0
55531.0,-13500.0
55532.0,-13500.0
55533.0,-13500.0
55534.0,-13500.0
55535.0,-13500.0
55536.0,-13500.0
55537.0,-13500.0
55538.0,-13500.0
55539.0,-13500.0
55540.0,-13500.0
55541.0,-13500.0
55542.0,-13500.0
55543.0,-13500.0
55544.0,-13500.0
55545.0,-13500.0
55546.0,-13500.0
55547.0,-13500.0
55548.0,-13500.0
55549.0,-13500.0
55550.0,-13500.0
55551.0,-13500.0
55552.0,-13500.0
55553.0,-13500.0
55554.0,-13500.0
55555.0,-13500.0
55556.0,-13500.0
55557.0,-13500.0
55558.0,-13500.0
55559.0,-13500.0
55560.0,-13500.0
55561.0,-13500.0
55562.0,-13500.0
55563.0,-13500.0
55564.0,-13500.0
55565.0,-13500.0
55566.0,-13500.0
55567.0,-13500.0
55568.0,-13500.0
55569.0,-13500.0
55570.0,-13500.0
55571.0,-13500.0
55572.0,-13500.0
55573.0,-13500.0
55574.0,-13500.0
55575.0,-13500.0
55576.0,-13500.0
55577.0,-13500.0
55578.0,-13500.0
55579.0,-13500.0
55580.0,-13500.0
55581.0,-13500.0
55582.0,-13500.0
55583.0,-13500.0
55584.0,-13500.0
55585.0,-13500.0
55586.0,-13500.0
55587.0,-13500.0
55588.0,-13500.0
55589.0,-13500.0
55590.0,-13500.0
55591.0,-13500.0
55592.0,-13500.0
55593.0,-13500.0
55594.0,-13500.0
55595.0,-13500.0
55596.0,-13500.0
55597.0,-13500.0
55598.0,-13500.0
55599.0,-13500.0
55600.0,-13500.0
55601.0,-13500.0
55602.0,-13500.0
55603.0,-13500.0
55604.0,-13500.0
55605.0,-13500.0
55606.0,-13500.0
55607.0,-13500.0
55608.0,-13500.0
55609.0,-13500.0
55610.0,-13500.0
55611.0,-13500.0
55612.0,-13500.0
55613.0,-13500.0
55614.0,-13500.0
55615.0,-13500.0
55616.0,-13500.0
55617.0,-13500.0
55618.0,-13500.0
55619.0,-13500.0
55620.0,-13500.0
55621.0,-13500.0
55622.0,-13500.0
55623.0,-13500.0
55624.0,-13500.0
55625.0,-13500.0
55626.0,-13500.0
55627.0,-13500.0
55628.0,-13500.0
55629.0,-13500.0
55630.0,-13500.0
55631.0,-13500.0
